radius,segments,hole_grid,wall_s,tris,tris_fillet,volume_fillet,analytic,vol_err_rel,watertight_fillet,watertight
13.7500,16,4,0.023410,398,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,16,6,0.066885,800,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,16,8,0.150623,1340,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,16,10,0.313627,2060,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,16,12,0.591059,2908,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,16,14,0.976448,3948,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,16,16,1.533525,5084,76,27870.704,28052.488,6.480153e-03,1,1
13.7500,32,4,0.027875,460,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,32,6,0.074474,864,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,32,8,0.163219,1408,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,32,10,0.332052,2124,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,32,12,0.611380,2972,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,32,14,1.008247,4012,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,32,16,1.577114,5152,140,28006.779,28052.488,1.629431e-03,1,1
13.7500,64,4,0.034491,588,268,28041.044,28052.488,4.079491e-04,1,1
13.7500,64,6,0.085064,992,268,28041.044,28052.488,4.079491e-04,1,1
13.7500,64,8,0.183480,1536,268,28041.044,28052.488,4.079491e-04,1,1
13.7500,64,10,0.364172,2252,268,28041.044,28052.488,4.079491e-04,1,1
13.7500,64,12,0.661439,3100,268,28041.044,28052.488,4.079491e-04,1,1
13.7500,64,14,1.069442,4140,268,28041.044,28052.488,4.079491e-04,1,1
13.7500,64,16,1.637725,5244,268,28041.044,28052.488,4.079491e-04,1,1
14.2500,8,4,0.024265,398,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,8,6,0.069665,796,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,8,8,0.154027,1340,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,8,10,0.311476,2060,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,8,12,0.583830,2908,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,8,14,0.986879,3948,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,8,16,1.554643,5088,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,4,0.023927,398,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,6,0.067044,796,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,8,0.151680,1340,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,10,0.313775,2060,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,12,0.588677,2908,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,14,0.993588,3948,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,16,16,1.540358,5088,76,27713.031,27908.276,6.995961e-03,1,1
14.2500,32,4,0.028035,460,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,32,6,0.075788,860,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,32,8,0.167627,1404,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,32,10,0.330757,2124,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,32,12,0.614138,2976,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,32,14,1.010876,3980,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,32,16,1.589836,5116,140,27859.181,27908.276,1.759150e-03,1,1
14.2500,64,4,0.033478,588,268,27895.984,27908.276,4.404290e-04,1,1
14.2500,64,6,0.086608,988,268,27895.984,27908.276,4.404290e-04,1,1
14.2500,64,8,0.185406,1532,268,27895.984,27908.276,4.404290e-04,1,1
14.2500,64,10,0.365562,2220,268,27895.984,27908.276,4.404290e-04,1,1
14.2500,64,12,0.661150,3100,268,27895.984,27908.276,4.404290e-04,1,1
14.2500,64,14,1.073017,4108,268,27895.984,27908.276,4.404290e-04,1,1
14.2500,64,16,1.639671,5212,268,27895.984,27908.276,4.404290e-04,1,1
